,app_name,price,rating_count,rating,category
3584,Superdrug,0.0,0,0.0,Health & Fitness
3585,Little Broken Robots,0.0,539,4.5,Games
3586,Green Riding Hood,0.0,392,4.0,Books & Reference
3587,Terra Monsters 3,0.0,76,3.5,Games
3588,My Boost,0.0,83,2.5,Utilities
3589,Battlestar Galactica: Squadrons™,0.0,1938,4.0,Games
3590,真モグモグ風林火山2,12.99,0,0.0,Games
3591,Goat Simulator MMO Simulator,4.99,2277,4.5,Games
3592,A Noble Circle,0.99,1886,5.0,Games
3593,Red Ball UP! - Bounce Dash & Dodge Spikes,0.0,493,3.5,Games
3594,全民夺宝-时尚购潮流商品平台,0.0,18,4.5,Entertainment
3595,DayGram - One line a day Diary (Note/Journal),0.99,69,4.5,Lifestyle
3596,Harvest Land,0.0,1047,4.5,Games
3597,みんなのお弁当 by クックパッド ~お弁当をレシピ付きで記録・共有~,0.0,0,0.0,Food & Drink
3598,Blitz Breaker,2.99,39,4.0,Games
3599,Sofia the First: The Secret Library,3.99,42,3.5,Entertainment
3600,Thumbly Keyboard,1.99,53,3.0,Utilities
3601,WeicoPro 4,0.99,106,3.0,Social Networking
3602,Never Gone,0.0,87,4.0,Games
3603,Sorcery! 3,4.99,171,4.5,Games
3604,Grim Fandango Remastered,4.99,235,4.0,Games
3605,Composer's Sketchpad,3.99,33,3.5,Entertainment
3606,她社区-只有女生的社区！,0.0,23,4.0,Lifestyle
3607,Scanner For Me - PDF Scan with OCR for Documents,4.99,1976,4.5,Business
3608,Sniper Fury: Fun Mobile Shooter Game,0.0,8596,4.5,Games
3609,Cooking Dash™,0.0,33808,4.0,Games
3610,Family Organizer - Calendar Planner,0.0,828,4.5,Productivity
3611,Inke—Broadcast an amazing life,0.0,147,4.0,Social Networking
3612,World Conqueror 3,0.99,1094,4.5,Games
3613,Pop the Lock,0.0,28754,4.5,Games
3614,中国搜索-国家权威搜索,0.0,7,4.5,Utilities
3615,Nonstop Knight,0.0,6841,4.5,Games
3616,Browser and File Manager for Documents,0.0,27750,5.0,Utilities
3617,GROW：JOURNEY TO THE LIGHT,0.99,0,0.0,Games
3618,GENIUS Movie Idioms1000,9.99,0,0.0,Education
3619,Northern Lights Photo Taker,0.99,29,4.0,Photo & Video
3620,Kill Shot Bravo,0.0,22444,4.5,Games
3621,R.B.I. Baseball 15,4.99,1510,3.5,Games
3622,DragonVale World,0.0,6379,4.5,Games
3623,Words Crush: Hidden Words!,0.0,23735,4.5,Games
3624,Stupid Zombies 3,0.0,10159,5.0,Games
3625,To-Fu Fury,0.99,1331,4.5,Games
3626,教えて!goo,0.0,0,0.0,Books & Reference
3627,Buddy Toss,0.0,1018,4.0,Games
3628,Lost Within,3.99,510,4.5,Games
3629,Til Morning's Light,3.99,715,4.5,Games
3630,Tales From Deep Space,3.99,110,4.0,Games
3631,Fit Men Cook - Healthy Recipes,3.99,1187,5.0,Food & Drink
3632,Wrassling,0.0,1934,4.5,Games
3633,OPERATION DRACULA,2.99,64,4.0,Games
3634,"TLMJ, Tout Le Monde Joue",0.0,0,0.0,Games
3635,ファンタジードライブ【快進撃3DRPG】,0.0,5,4.5,Games
3636,霸王卧龙传,0.99,1,5.0,Games
3637,Neon Chrome,9.99,439,5.0,Games
3638,WorkMeOut - Jaber Al-Rasheed,2.99,118,4.5,Health & Fitness
3639,LEGO® Batman: Beyond Gotham,4.99,756,4.0,Games
3640,全民暴力摩托-暴力摩托3d免费真实赛车小游戏,0.0,0,0.0,Games
3641,BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,0.99,24,1.5,Photo & Video
3642,Worms™ 4,4.99,380,3.5,Games
3643,Block Craft 3D: Building Simulator Game For Free,0.0,78412,4.5,Games
3644,Dan The Man (Retro Action Platformer),0.0,7527,5.0,Games
3645,Robbery Bob 2: Double Trouble,0.0,899,4.5,Games
3646,NextGen Car Game Racing,0.99,100,3.5,Games
3647,Battle Copters,0.0,2922,4.5,Games
3648,GreenVPN - Free & fast VPN with unlimited traffic,0.0,464,4.5,Business
3649,This War of Mine,14.99,2523,4.5,Games
3650,Splish Splash Pong,0.0,1902,4.0,Games
3651,Take Off - The Flight Simulator,0.99,244,4.0,Games
3652,Level: A Simple Puzzle Game,0.99,60,4.0,Games
3653,Lifeline...,1.99,21347,4.5,Games
3654,PP基金-随时提现的投资理财平台,0.0,0,0.0,Finance
3655,诺诺镑客—让财富升值,0.0,0,0.0,Finance
3656,求生无限 - 无限流生存挑战大冒险,0.99,1,5.0,Games
3657,Hot Trigger,0.99,115,4.5,Games
3658,Hyperburner,2.99,545,4.5,Games
3659,har•mo•ny 3,2.99,823,4.5,Games
3660,Sword Of Xolan,0.99,381,4.5,Games
3661,NAVIRO(ナビロー) - カーナビ/バイクナビ/徒歩ナビが使える高性能ナビアプリ,0.0,0,0.0,Navigation
3662,GodFinger 2,0.0,602,3.5,Games
3663,Uptown & Co. - Vintage Filters & insignias.,1.99,115,4.0,Photo & Video
3664,Cell Surgeon - A Unique 3D Match 4 Strategy Game!,0.99,14,4.5,Games
3665,Neo Monsters,0.99,3093,4.5,Games
3666,Muhammad Ali: Puzzle King,0.0,277,5.0,Games
3667,借贷宝-直投熟人更高明,0.0,10,3.5,Finance
3668,乐视体育—英超欧冠F1高清直播,0.0,24,3.5,Sports
3669,Iron Commander,0.0,71,3.5,Games
3670,5E Spell Book,0.0,144,3.0,Games
3671,M Cam - Manual controls & custom exposure camera,1.99,11,3.5,Photo & Video
3672,Productive habits & daily goals tracker,0.0,4736,5.0,Productivity
3673,The Enchanted Cave 2,2.99,92,4.5,Games
3674,Immortal Legends - TD,0.0,26,3.0,Games
3675,Order & Chaos 2: 3D MMO RPG Online Game,0.0,6325,4.0,Games
3676,Sky Charms,0.0,505,4.5,Games
3677,AdivínaT - Adivina las palabras,0.99,15,4.5,Games
3678,Stress Release Grenade,0.0,0,0.0,Games
3679,日课——给每一位好读诗的人！,0.99,7,4.5,Education
3680,Hollywood Game Night,0.99,27,4.0,Games
3681,Roll Turtle,0.99,25,5.0,Games
3682,Forsaken World Mobile MMORPG,0.0,952,4.0,Games
3683,Dot - A Period & Fertility Tracker,0.0,142,4.0,Health & Fitness
3684,鏡の中のプリンセス Love Palace,0.0,7,4.5,Games
3685,大江戸ぶらり,4.99,0,0.0,Navigation
3686,Hockey Stars,0.0,1619,4.5,Games
3687,Cookie Clickers 2,0.0,2912,5.0,Games
3688,Discord - Chat for Gamers,0.0,9152,4.5,Social Networking
3689,One More Dash,0.0,1142,4.5,Games
3690,Tamagotchi Classic - The Original Tamagotchi Game,0.99,165,3.0,Games
3691,Dr. Panda Space,2.99,75,4.5,Education
3692,Gun Master 3: Zombie Slayer,0.0,604,4.5,Games
3693,Face Swap App- Funny Face Changer Photo Effects,0.0,11977,4.5,Photo & Video
3694,Hot Shot Slots Games – Vegas Casino Slot Machines,0.0,20064,4.5,Games
3695,letgo: Buy & Sell Second Hand Stuff,0.0,38424,4.5,Shopping
3696,WarnWetter,0.0,0,0.0,Weather
3697,Ab & Core Sworkit - Free Workout Trainer,0.0,2901,5.0,Health & Fitness
3698,弹弹堂S- 巴萨传奇助阵 弹弹堂手游官方版,0.0,6,4.5,Games
3699,网娱大师-网吧娱乐大师,0.0,0,0.0,Lifestyle
3700,AmpMe - A Portable Social Party Music Speaker,0.0,1047,4.0,Entertainment
3701,VR SNIPER,0.0,30,2.5,Games
3702,Yiannimize Racing,0.99,2,3.0,Games
3703,COOKING MAMA Let's Cook！,0.0,3594,4.0,Games
3704,DANDY DUNGEON Legend of Brave Yamada,0.0,1204,5.0,Games
3705,Wolf Craft,0.99,206,4.5,Games
3706,培训题库,1.99,0,0.0,Education
3707,Mondly: Learn 33 Languages: Spanish English French,0.0,1395,4.5,Education
3708,Google Cardboard,0.0,546,4.0,Entertainment
3709,Polarr Photo Editor - Photo Editing Tools for All,0.0,2246,4.5,Photo & Video
3710,Refreshing ! Brain training fit,0.0,0,0.0,Games
3711,全民德州扑克-天天尽享拉斯维加斯之夜,0.0,0,0.0,Games
3712,脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-,0.0,0,0.0,Games
3713,Toca Life: City,2.99,3571,4.5,Education
3714,小牛在线-理财投资神器,0.0,0,0.0,Finance
3715,Hugo Flower Flush,0.0,41,4.0,Games
3716,Death Run : Mini Game With Worldwide Multiplayer,0.99,721,4.0,Games
3717,花椒直播-高清美颜直播互动平台,0.0,19,3.0,Social Networking
3718,Smooth Operator!,0.99,8,4.0,Games
3719,Arrow,0.0,14673,4.5,Games
3720,Twin Shooter - Invaders,0.0,572,4.5,Games
3721,モン娘は～れむ【モンはれ】,0.0,5,4.0,Games
3722,屠龙杀,0.0,0,0.0,Games
3723,TownWiFi - WiFi Everywhere,0.0,0,0.0,Utilities
3724,Nono Islands,0.0,3180,4.5,Games
3725,Six Flags,0.0,353,3.5,Travel
3726,サッカーカーニバル,0.0,0,0.0,Games
3727,Sling Kong,0.0,4638,4.5,Games
3728,龙珠直播-高清游戏娱乐直播平台,0.0,0,0.0,Entertainment
3729,Forevolution,3.99,0,0.0,Games
3730,Sky Gamblers Air Supremacy,2.99,1010,4.0,Games
3731,Timepage – Calendar by Moleskine,4.99,1085,4.0,Productivity
3732,Good Morning Alarm Clock - Sleep Cycle Tracker,3.99,1014,4.5,Health & Fitness
3733,iMaschine 2,9.99,454,4.0,Entertainment
3734,"System Status : memory, CPU, network, battery data",1.99,0,0.0,Productivity
3735,iPlum Business Phone Number for Calling & Texting,0.0,392,4.5,Business
3736,AirTycoon 4,2.99,114,4.0,Games
3737,Firefox web browser,0.0,2619,3.5,Utilities
3738,Insidious VR,0.0,121,3.5,Entertainment
3739,Duck Life: Retro Pack,1.99,77,4.5,Games
3740,Builder Buddies: 3D City Building Simulator,0.0,7197,4.0,Games
3741,The Paranormal Society™: Hidden Adventure,0.0,3000,4.0,Games
3742,Formulas - Photo Lab Effects and Custom Frames,1.99,99,4.5,Photo & Video
3743,ZAGA,0.0,444,4.5,Games
3744,Relook,3.99,198,4.5,Photo & Video
3745,Horizon Chase - World Tour,0.0,3375,4.5,Games
3746,Candid - Speak Your Mind Freely,0.0,398,3.5,Social Networking
3747,Fallout Shelter,0.0,199396,4.5,Games
3748,Election Center 2016,0.0,37,2.0,News
3749,Moments - private albums with friends and family,0.0,11955,4.5,Photo & Video
3750,Lifeline 2,1.99,1364,4.5,Games
3751,Down To Lunch,0.0,2535,4.0,Social Networking
3752,INKHUNTER try tattoo designs in augmented reality,0.0,809,4.5,Entertainment
3753,Blyss,0.99,288,4.0,Games
3754,Snapshot Cam - Draw on Pictures & Add Text to Photos,2.99,14,5.0,Photo & Video
3755,Snoopy Emoji,1.99,23,1.5,Utilities
3756,Boyfriend Plus - Brett Jeff and Kai,0.0,126,4.0,Games
3757,PAUSE - Relaxation at your fingertip,1.99,180,3.5,Health & Fitness
3758,Easy Music - Give kids an ear for music,3.99,43,4.5,Education
3759,SOMA Messenger,0.0,3232,4.5,Social Networking
3760,Analog Wedding,0.99,8,4.0,Photo & Video
3761,Farming Simulator 16,4.99,2637,4.5,Games
3762,Total War Battles: KINGDOM,0.0,3092,4.0,Games
3763,Football Chairman Pro,3.99,37,4.5,Games
3764,Fit The Fat 2,0.0,8557,4.5,Games
3765,Face Paint Party - Kids Coloring Fun,0.0,38,4.0,Games
3766,Patternator Pattern Maker Backgrounds & Wallpapers,0.0,2092,5.0,Photo & Video
3767,Atlantic Fleet,9.99,271,4.5,Games
3768,Spinny Circle,0.0,20812,4.5,Games
3769,Rick and Morty: Pocket Mortys,0.0,12124,4.5,Games
3770,Down The Mountain,0.0,3491,4.5,Games
3771,记账·圈子账本(专业版)—可共享的全能记帐本软件,0.99,12,4.5,Finance
3772,百度钱包-金融信贷和理财投资优选,0.0,5,2.5,Lifestyle
3773,Fast Motorcycle Driver,0.0,2224,4.5,Games
3774,Abby Lee Dance Secrets,4.99,808,4.0,Entertainment
3775,EWallpaper,3.99,42,1.0,Entertainment
3776,Puppy Love - My Dream Pet,0.0,1689,4.5,Games
3777,小咖秀-全民视频才艺直播社区,0.0,66,5.0,Entertainment
3778,懸賞パズルパクロス２,0.0,0,0.0,Games
3779,Airmail - Your Mail With You,4.99,1575,3.5,Productivity
3780,Hop Rush,0.0,9,1.0,Games
3781,League of War: Mercenaries,0.0,2523,4.5,Games
3782,V for Wikipedia,4.99,134,4.5,Books & Reference
3783,"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan",0.0,0,0.0,Health & Fitness
3784,"Egg, Inc.",0.0,79074,5.0,Games
3785,Swaggy Ninja,0.0,1210,4.5,Games
3786,CatHotel - Care for cute cats,0.0,1425,4.5,Games
3787,伙星 - 随手拍出明星一样的MV,0.0,0,0.0,Photo & Video
3788,ディグラム恋愛診断,0.0,0,0.0,Lifestyle
3789,Rawr Messenger - Dab your chat,0.0,180,4.0,Social Networking
3790,"Curious World: Games, Videos, Books for Children",0.0,604,3.5,Education
3791,Champs Sports,0.0,330,3.5,Lifestyle
3792,Sago Mini Babies,2.99,70,4.0,Education
3793,Sago Mini Superhero,2.99,30,3.5,Education
3794,Infinite Tanks,4.99,262,4.0,Games
3795,Word Trek  - WordTrek Brain game & Word puzzles,0.0,3774,4.5,Games
3796,Triller - Music Video & Film Maker,0.0,25683,5.0,Photo & Video
3797,Free Fur All – We Bare Bears Minigame Collection,0.0,1449,4.5,Games
3798,Pinchworm,0.0,2288,5.0,Games
3799,Signily Keyboard - Sign Language Emoji and GIFs!,0.99,71,4.5,Utilities
3800,U by BB&T,0.0,790,2.0,Finance
3801,skyticket - Reserve Best Valued Air Tickets,0.0,0,0.0,Travel
3802,Upperland,0.0,201,4.0,Games
3803,Agar.io,0.0,176514,4.5,Games
3804,Aralon: Forge and Flame,4.99,192,3.5,Games
3805,SHOWTIME,0.0,1214,2.5,Entertainment
3806,EvilBane: Rise of Ravens,0.0,1428,4.5,Games
3807,Pharaoh's Party: Coin Pusher,0.0,191,4.5,Games
3808,Puzzle Strike,3.99,21,3.5,Games
3809,球球大作战,0.0,111,4.0,Games
3810,Cops N Robbers (Jail Break 2) - Survival Mini Game,0.0,1559,4.0,Games
3811,Money Multiplier,0.0,1,4.0,Games
3812,天天快报 - 最热门的新闻资讯软件,0.0,15,3.0,News
3813,Eisenhorn: XENOS,5.99,100,3.5,Games
3814,KING OF KARTS: Single- & Multiplayer Battles.,2.99,9,3.5,Games
3815,Popcorn Buzz - Free Group Calls,0.0,281,3.5,Social Networking
3816,"InShot Video Editor Music, No Crop, Cut",0.0,12779,5.0,Photo & Video
3817,My Uncrowded,0.99,224,3.0,Games
3818,PAC-MAN Championship Edition DX,4.99,517,4.5,Games
3819,Matchsticks ~ Free Puzzle Game with Matches,0.0,212,4.5,Games
3820,盗墓OL-精绝女王,0.0,0,0.0,Games
3821,Doc McStuffins Pet Vet,1.99,70,3.0,Entertainment
3822,Fishing Break,0.0,2088,4.5,Games
3823,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,2.99,124,4.5,Games
3824,Equipd Bible,2.99,94,4.5,Productivity
3825,Private School Days,4.99,99,4.0,Games
3826,恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,0.0,0,0.0,Books & Reference
3827,Fetty Wap: Nitro Nation Stories,0.0,2005,4.5,Games
3828,Scrubby Dubby Saga,0.0,3874,4.5,Games
3829,Chain: Collaborate On MyVideo Story/Group Video,0.0,35,4.5,Social Networking
3830,Face on Face,0.99,0,0.0,Entertainment
3831,Kick Hero,0.0,733,4.5,Games
3832,Path of War,0.0,377,4.5,Games
3833,Blink Health,0.0,1198,5.0,Medical
3834,Clouds & Sheep 2 Premium,3.99,1,4.0,Games
3835,Dawnbringer,0.0,238,3.5,Games
3836,Honest App: Shop baby & diaper products,0.0,3173,5.0,Shopping
3837,街机游戏厅 - 电玩游戏合集火爆改版,0.99,0,0.0,Games
3838,乐享动-有运动音乐推荐的计步器,0.0,0,0.0,Health & Fitness
3839,"It Girl Story - Styling, Fashion & Celebrity Life",0.0,3537,4.5,Games
3840,Circle Boom,0.0,7,1.5,Games
3841,Donut vs Donut,0.99,16,4.5,Games
3842,KORG iDS-10,19.99,52,4.0,Entertainment
3843,Swapperoo,1.99,361,4.0,Games
3844,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),0.0,3,3.5,Games
3845,Wonder Tactics,0.0,730,4.5,Games
3846,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,0.0,0,0.0,Books & Reference
3847,闇金クリッカー,0.0,0,0.0,Games
3848,Special Air Wing - Flight Simulator,2.99,138,4.0,Games
3849,King Tongue,1.99,255,4.5,Games
3850,Butt Sworkit - Free Workout Trainer to tone & lift,0.0,960,5.0,Health & Fitness
3851,Rapala Fishing - Daily Catch,0.0,1666,4.5,Games
3852,Recontact: Istanbul,0.99,14,3.5,Games
3853,Plants vs. Zombies™ Heroes,0.0,16305,4.5,Games
3854,Dr. Panda's Carnival,2.99,49,3.5,Education
3855,腾讯WiFi管家-手机安全免费WiFi,0.0,8,4.0,Utilities
3856,Find–the–Line,2.99,181,4.5,Games
3857,Moto x3m,0.99,53,4.5,Games
3858,PAC-MAN Bounce - Puzzle Adventure,0.0,392,4.0,Games
3859,The Everything Machine by Tinybop,2.99,141,4.0,Education
3860,The Earth by Tinybop,2.99,173,4.0,Education
3861,Oddworld: Munch's Oddysee,2.99,200,4.5,Games
3862,Star Trek Timelines,0.0,4721,4.0,Games
3863,Minecraft: Story Mode,0.0,20621,4.0,Games
3864,Thumb Drift - Furious One Touch Car Racing,0.0,6051,4.5,Games
3865,Picolo drinking game,0.0,227,5.0,Entertainment
3866,Deliveroo: Restaurant Delivery - Order Food Nearby,0.0,1702,4.5,Food & Drink
3867,Craft The World - Episodes Edition,0.99,4,5.0,Games
3868,Abzorb,2.99,76,3.5,Games
3869,Hit the Button Math,2.99,1,5.0,Education
3870,Supermarket Girl - Shopping Fun!,0.0,1354,4.5,Games
3871,Super Stickman Golf 3,0.0,1593,4.5,Games
3872,Pixel Dungeon,2.99,152,4.5,Games
3873,Ookujira - Giant Whale Rampage,0.0,878,4.5,Games
3874,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,0.0,0,0.0,Games
3875,PAC-MAN 256 - Endless Arcade Maze,0.0,23015,4.5,Games
3876,Little Farmers - Tractors and Harvesters for Kids,1.99,29,3.0,Education
3877,转转-更专业的二手闲置交易平台,0.0,23,2.5,Shopping
3878,"S, - Puzzle Game With Create Level Feature",0.0,0,0.0,Games
3879,Project Color™ by The Home Depot,0.0,490,2.5,Lifestyle
3880,"Please, Don't Touch Anything",4.99,379,4.0,Games
3881,Trivia Crack Kingdoms,0.0,3250,4.0,Games
3882,Proton Pulse for Google Cardboard,2.99,32,4.5,Games
3883,Baseball Highlights 2045,3.99,278,4.5,Games
3884,BLEACH Brave Souls,0.0,4815,4.5,Games
3885,Fancy Makeup Shop - Brush & Blush,0.0,425,4.0,Games
3886,Bridge Rider,0.0,25,4.0,Games
3887,Double Juggle,0.0,1105,4.5,Games
3888,Ellipsis - Touch. Explore. Survive.,4.99,23,4.5,Games
3889,Auto Warriors - Tactical Car Combat,0.0,352,4.0,Games
3890,Animal Jam - Play Wild!,0.0,26990,4.5,Games
3891,Ultimate Wolf Simulator,0.99,2737,4.5,Games
3892,VPN Express,0.0,14,4.5,Books & Reference
3893,TexMoji,1.99,628,2.0,Utilities
3894,The Cat in the Hat - Read & Learn - Dr. Seuss,3.99,43,4.5,Books & Reference
3895,Brain Dots - Draw and solve! Brain Training Game,0.0,5469,4.5,Games
3896,Olympus Rising,0.0,7072,4.5,Games
3897,Mikey Jumps,0.0,148,4.0,Games
3898,Sky Viper Video Viewer,0.0,105,3.0,Entertainment
3900,一起作业学生端-中小学霸口袋学习辅导助手,0.0,91,4.0,Education
3901,The 7 Second Challenge,1.99,1838,5.0,Games
3902,Mon Espace - Pôle emploi,0.0,11,5.0,Business
3903,DragonBox Numbers,7.99,26,5.0,Education
3904,Army of Heroes,0.0,1235,4.5,Games
3905,Human Resource Machine,4.99,497,4.5,Games
3906,Oops You Died,0.0,54,4.5,Games
3907,FUT Wager,1.99,33,3.5,Sports
3908,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,3.99,448,2.0,Health & Fitness
3909,Frozen Frenzy Mania: Challenging Match 3 Games,0.0,4104,4.5,Games
3910,Trick Pix - Magic & Prank Camera,1.99,13,3.0,Entertainment
3911,Glowing Snake King - Anaconda Diep War Battle Game,0.0,2554,4.5,Games
3912,The Battle of Polytopia,0.0,3757,4.5,Games
3913,Youtubers Life - Gaming Channel,8.99,451,4.0,Games
3914,Soda Dungeon,0.0,5717,4.5,Games
3915,奇幻射击2,0.99,0,0.0,Games
3916,Ice Queen Prom Salon: Princess Makeover Girls Game,1.99,11,3.5,Games
3917,Dear Diary - Interactive Story,0.0,8922,4.5,Games
3918,Ear Age Diagnosis,0.0,0,0.0,Games
3919,Spellbinders,0.0,1245,4.0,Games
3920,BADLAND 2,3.99,898,4.5,Games
3921,LEGO® NEXO KNIGHTS™ : MERLOK 2.0,0.0,837,4.0,Games
3922,The Game - Play ... as long as you can!,2.99,41,4.5,Games
3923,Athletics 2: Summer Sports,1.99,333,4.5,Games
3924,Mix+Smash: Marvel Super Hero Mashers,0.0,1050,4.5,Entertainment
3925,VOEZ,0.0,2508,4.5,Games
3926,Toy Blocks Game for Brain Traning -TSUMIKI-,0.0,0,0.0,Games
3927,Fieldrunners Attack!,0.0,1984,3.5,Games
3928,Capital One CreditWise - Credit score and report,0.0,1019,4.5,Finance
3929,Lost Frontier,2.99,153,4.0,Games
3930,Hungry Babies Mania,0.0,7075,4.5,Games
3931,"Whink - Note taking, Annotate & Record Lectures",4.99,110,4.0,Productivity
3932,暴打三国志-经典RPG角色扮演动作卡牌策略手游,0.0,0,0.0,Games
3933,多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,0.0,0,0.0,Games
3934,RollerCoaster Tycoon® 3,4.99,1334,4.0,Games
3935,Shadow Bug,3.99,978,4.5,Games
3936,Bullet Force,0.0,9289,4.5,Games
3937,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,0.0,1,4.0,Games
3938,Futurama: Game of Drones,0.0,8394,4.5,Games
3939,Vault!,0.0,1203,4.5,Games
3940,FreeVRPlayer,0.0,134,2.5,Photo & Video
3941,Peppa Pig: Golden Boots,2.99,28,3.5,Education
3942,Colorfy: Coloring Book for Adults,0.0,247809,4.5,Entertainment
3943,Snapimals: Discover & Snap Amazing & Cute Animals!,0.0,11060,4.5,Games
3944,一言-记录字句，发现共鸣,0.99,0,0.0,Social Networking
3945,空格－更优秀的个人技能交易平台,0.0,0,0.0,Lifestyle
3946,Battlevoid: Harbinger,0.99,374,4.5,Games
3947,Stickman Football,0.0,429,4.0,Games
3948,Syberia 2 (FULL),4.99,58,4.0,Games
3949,World Chef: Restaurant & Cooking Game,0.0,29886,4.5,Games
3950,Dream League Soccer 2017,0.0,66004,4.5,Games
3951,My Singing Monsters: Dawn of Fire,0.0,7749,4.5,Games
3952,GIPHY KEYS. The GIF Keyboard,0.0,138,3.5,Utilities
3953,Ultimate Shark Simulator,0.99,256,4.0,Games
3954,Ultimate Lion Simulator,0.99,763,4.5,Games
3955,Ultimate Dinosaur Simulator,0.99,1079,3.5,Games
3956,Design Home,0.0,23298,4.5,Games
3957,Ultimate Horse Simulator,0.99,958,4.5,Games
3958,Ultimate Dragon Simulator,0.99,806,4.5,Games
3959,BestieBox,0.0,0,0.0,Social Networking
3960,The Abandoned,1.99,26,4.5,Games
3961,NOISE,0.0,355,3.0,Entertainment
3962,Splash Pop,0.0,63,4.0,Games
3963,WSwitch for Belkin WeMo,1.99,138,2.5,Utilities
3964,QB Hero,0.0,304,4.5,Games
3965,Green Eggs and Ham - Read & Learn - Dr. Seuss,3.99,207,5.0,Books & Reference
3966,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,1.99,82,4.5,Books & Reference
3967,Disney Jigsaw Puzzles!,0.0,1546,4.5,Games
3968,Spanish SOLO: Learn Spanish With Lessons On The Go,0.0,275,4.5,Education
3969,9回裏だけ甲子園,0.0,0,0.0,Games
3970,ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,0.0,0,0.0,Games
3971,激ムズ！ねこ階段,0.0,1,5.0,Entertainment
3972,Tap Quest : Gate Keeper,0.0,1252,4.5,Games
3973,Give It Up! 2,0.0,453,4.0,Games
3974,Would You Rather?,0.0,6479,4.5,Games
3975,GYMONDO – Fitness Training für Zuhause,0.0,0,0.0,Health & Fitness
3976,【明星恋爱】偶像之路TIME TO STAR,0.99,12,5.0,Games
3977,AGT: America's Got Talent Official App on NBC,0.0,367,3.0,Entertainment
3978,Digit: Save Money Without Thinking About It,0.0,1506,3.5,Finance
3979,Precision Ukulele Tuner - with Chords & Metronome,1.99,105,4.5,Entertainment
3980,Sputnik Eyes,1.99,309,4.0,Games
3981,Sideline - 2nd Phone Number,0.0,7907,4.5,Business
3982,Bakery Story 2,0.0,5753,4.0,Games
3983,METAL SLUG ATTACK,0.0,1324,4.5,Games
3984,Zen Brush 2,2.99,114,4.5,Entertainment
3985,Don't Starve: Pocket Edition,4.99,3742,4.0,Games
3986,口袋苍穹-首日送萧炎，重返斗气大陆,0.0,0,0.0,Games
3987,全民坦克联盟—坦克帝国官方正版,0.0,7,4.5,Games
3988,Cat Kitty Kitten Coloring Pages - Free Girl Games,0.0,10278,4.5,Games
3989,Tropical Wars - Pirate Battles,0.0,1465,4.5,Games
3990,网商银行,0.0,0,0.0,Finance
3991,Video Smith - A Powerful video editing tool set,0.0,1,5.0,Photo & Video
3992,_PRISM,2.99,648,4.5,Games
3993,Hoodclips,0.0,346,4.0,Entertainment
3994,Star Cheerleader - High School Tryouts,0.0,263,4.0,Games
3995,Heroki,4.99,225,4.0,Games
3996,KSI Unleashed,0.0,854,5.0,Games
3997,Peanuts: Snoopy's Town Tale,0.0,4260,3.5,Games
3998,SelfieCity,0.0,252,5.0,Photo & Video
3999,Fontmania - Add Artworks & Text to Your Photos!,4.99,1249,4.5,Photo & Video
4000,Sago Mini Trucks and Diggers,2.99,37,4.0,Education
4001,Monkey Preschool Animals,2.99,5,4.5,Education
4002,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,0.0,199,4.0,Games
4003,操作しやすいナンプレ！目に優しい パズルゲーム 800問,0.0,0,0.0,Games
4004,Pokémon Shuffle Mobile,0.0,5805,4.5,Games
4005,BuriedTown - World's First Doomsday Survival Themed Game,0.99,118,4.0,Games
4006,Tank Battle: Blitzkrieg,1.99,19,3.5,Games
4007,A Color Story,0.0,2436,4.5,Photo & Video
4008,USPS StampApp for iPad,9.99,15,2.5,Books & Reference
4009,ZAKER 专业版,0.99,0,0.0,News
4010,PAW Patrol Pups to the Rescue,1.99,22,2.5,Education
4011,PAW Patrol Pups to the Rescue HD,1.99,142,3.0,Education
4012,シロクマ先生のゆるくない英文法,11.99,0,0.0,Education
4013,麻雀物語３ 役満乱舞の究極大戦,9.99,0,0.0,Games
4014,Circle Swing,0.0,2,3.5,Games
4015,Paper Train: Traffic,0.99,20,4.0,Games
4016,Shapes & Colors Learning Kids Games for girls 2 +,2.99,0,0.0,Games
4017,360 Degree,0.0,1460,4.5,Games
4018,Marry Me - Perfect Wedding Day!,0.0,795,4.0,Games
4019,Bear,0.0,891,4.5,Productivity
4020,"ipsy - Makeup, subscription and beauty tips",0.0,17489,5.0,Lifestyle
4021,How the Grinch Stole Christmas! - Read & Play,3.99,49,4.5,Books & Reference
4022,Gigglebug's Face Race,2.99,44,3.5,Education
